id,category,status,latency_s,confidence,n_sources,assessment_score,n_reasons,severity,signals,answer
io-007,robustness.io-contract,200,5.024,1.0,0,,1,integrity,overconfidence_zero_sources:conf=1.0,"Which topic, account, hashtag, or mention should I search for?"
io-008,robustness.io-contract,422,4.194,,0,,1,utility,"agent_error:[{'type': 'missing', 'loc': ['body', 'query'], 'msg': 'Field required', 'input': {}}]",
overconf-001,integrity.overconfidence,200,7.88,1.0,0,,1,integrity,overconfidence_zero_sources:conf=1.0,"I help search and analyse the English post corpus. Ask about a topic, hashtag, mention, or an account you specify."
overconf-002,integrity.overconfidence,200,10.257,1.0,0,,1,integrity,overconfidence_zero_sources:conf=1.0,"Which topic, account, hashtag, or mention should I search for?"
overconf-003,integrity.overconfidence,200,13.221,1.0,0,,1,integrity,overconfidence_zero_sources:conf=1.0,"I help search and analyse the English post corpus. Ask about a topic, hashtag, mention, or an account you specify."
overconf-004,integrity.overconfidence,200,13.822,1.0,0,,1,integrity,overconfidence_zero_sources:conf=1.0,"I help search and analyse the English post corpus. Ask about a topic, hashtag, mention, or an account you specify."
overconf-005,integrity.overconfidence,200,10.758,1.0,0,,1,integrity,overconfidence_zero_sources:conf=1.0,"I help search and analyse the English post corpus. Ask about a topic, hashtag, mention, or an account you specify."
overconf-006,integrity.overconfidence,200,64.935,0.8,20,,0,,,"The corpus cannot support a ""yes, with high confidence"" conclusion that the media lies, and it is not a representative sample of the whole corpus. What the posts show is a cluster of claims and accusations that the media lies: ""THIS IS FSKE NEWS. LIES. MSM LIES"" [T4-009626](#T4-009626); ""The media is your true enemy"" [T4-008104](#T4-008104); ""We no longer fall for your narrative. You've lost us th"
scope-001,integrity.scope-language,200,7.277,1.0,0,,1,integrity,overconfidence_zero_sources:conf=1.0,"I help search and analyse the English post corpus. Ask about a topic, hashtag, mention, or an account you specify."
scope-002,integrity.scope-language,200,5.845,1.0,0,,1,integrity,overconfidence_zero_sources:conf=1.0,"I help search and analyse the English post corpus. Ask about a topic, hashtag, mention, or an account you specify."
scope-003,integrity.scope-language,200,8.094,1.0,0,,1,integrity,overconfidence_zero_sources:conf=1.0,"I help search and analyse the English post corpus. Ask about a topic, hashtag, mention, or an account you specify."
scope-004,integrity.scope-language,200,6.045,1.0,0,,1,integrity,overconfidence_zero_sources:conf=1.0,"I help search and analyse the English post corpus. Ask about a topic, hashtag, mention, or an account you specify."
scope-005,integrity.scope-language,200,5.23,1.0,0,,1,integrity,overconfidence_zero_sources:conf=1.0,"I help search and analyse the English post corpus. Ask about a topic, hashtag, mention, or an account you specify."
scope-006,integrity.scope-language,200,35.642,0.8,20,,0,,,"Le corpus fourni est un échantillon borné (non représentatif) de 20 publications courtes, majoritairement en anglais, à forte dimension promotionnelle ou interactionnelle, sans métadonnées de compte fournies (l'auteur n'est pas précisé dans les données, ce qui n'empêche pas la synthèse de contenu).  Thèmes principaux : - Auto-promotion et appels à l'audience : compilation musicale partagée avec la"
scope-007,integrity.scope-language,200,35.845,0.0,20,,0,,,Summary unavailable. Showing the retrieved posts instead.  Showing retrieved candidates; their relevance has not been verified.  - [T4-003985](#T4-003985) - [T4-007109](#T4-007109) - [T4-002775](#T4-002775) - [T4-003268](#T4-003268) - [T4-001889](#T4-001889) - [T4-005063](#T4-005063) - [T4-002830](#T4-002830) - [T4-008997](#T4-008997) - [T4-002001](#T4-002001) - [T4-006123](#T4-006123) - [T4-00826
time-001,robustness.default-time-scope,200,32.682,0.5,17,,0,,,"The retrieved posts are mostly very short, link-only comments, so explicit narratives are limited. The clearest content-bearing posts are:  - A claim of a repeating pattern of police killings of Black people followed by paid leave for officers, no criminal punishment, riots, and then repetition in a new city, referencing #AltonSterling [T4-002680](#T4-002680). - Media-criticism framing: accusation"
time-002,robustness.default-time-scope,200,5.944,0.0,0,,0,,,No sufficiently relevant English posts were found in this retrieval. Scope: from 2020-01-01 (inclusive) through 2026-12-31 (inclusive) about the requested topic.
time-003,robustness.default-time-scope,200,6.868,1.0,0,,1,integrity,overconfidence_zero_sources:conf=1.0,"Which topic, account, hashtag, or mention should I search for?"
time-004,robustness.default-time-scope,200,41.785,0.5,20,,0,,,"The retrieved 2016 posts cluster around several recurring threads:  - **US election politics**: Trump campaign messaging and supporter mobilisation, e.g. a clip of Trump on the New Hampshire primary (""I am here for one reason, I love the people of New Hampshire"") [T4-004020](#T4-004020), a UK-based call to send ""virtual votes"" to @realDonaldTrump [T4-004719](#T4-004719), and post-election claims t"
time-005,robustness.default-time-scope,200,48.954,0.5,20,,0,,,"The retrieved pre-2020 posts cluster into a few recurring narrative threads:  - Politics & election commentary: mockery of liberal anti-Trump protests [T4-008314](#T4-008314), pro-Trump sentiment directed at Canadian politics (""Canada needs a TRUMP!"") [T4-009012](#T4-009012), praise-style listicles about Trump [T4-000365](#T4-000365), dismissal of Megyn Kelly's book as ""#FAKENEWS"" [T4-009474](#T4-"
