id,category,status,latency_s,confidence,n_sources,assessment_score,n_reasons,severity,signals,answer
evgov-04,integrity.correctness.evasion-controlled,200,20.803,0.6561096,5,0.7360402645068729,0,,,"**Assessment:** rejected.  The new post's broad skepticism toward ""official accounts and media coverage"" echoes the theme in [T4-009510](#T4-009510), which argues the New York Times' error in citing a fake Mike Flynn account undermines trust in its other reporting, and in [T4-008246](#T4-008246), which mocks outlets reporting on ""fake news"" as themselves unreliable. [T4-007115](#T4-007115) similar"
evgov-05,integrity.correctness.evasion-controlled,200,19.666,0.6417763,5,0.25,0,,,"**Assessment:** accepted.  The new post makes a general observation that ""The completeness of official information can vary,"" which does not share specific claims, wording, or targets with the retrieved posts. The closest topical overlap is with [T4-008246](#T4-008246), which criticizes ""Fake News"" reporting, and [T4-004417](#T4-004417), which comments on media coverage priorities, but neither add"
evgov-06,integrity.correctness.evasion-controlled,200,25.915,0.5767536,5,0.7296224711087185,0,,,**Assessment:** accepted.  No grounded description of the resemblance could be generated; see the cited posts.
evgov-07,integrity.correctness.evasion-controlled,200,40.456,0.56624746,5,0.751762015966897,0,,,"**Assessment:** accepted.  The new post's general skepticism toward official accounts loosely echoes [T4-009573](#T4-009573), which says residents do not trust news reports and dismiss unfavorable sources as ""fake,"" though that post focuses on news media and #FakeNews tactics rather than official accounts. The other retrieved posts concern unrelated topics—election scrutiny in Gabon [T4-003349](#T"
evimm-01,integrity.correctness.evasion-controlled,200,20.687,0.52337825,5,0.7080155322273742,0,,,"**Assessment:** accepted.  None of the retrieved posts share meaningful claims, narratives, or wording with the new post about a local family opening a bakery on Main Street. The closest topical overlaps are weak: one post mentions a burglarized Old Town business [T4-004335](#T4-004335), another concerns the Nordstrom family and a department store buyout [T4-008259](#T4-008259), and a third refere"
evimm-02,integrity.correctness.evasion-controlled,200,23.139,0.69216686,5,0.8461889375776475,0,,,"**Assessment:** rejected.  The new post frames immigration as an invasion threatening a national way of life, a hardline anti-immigration framing echoed in [T4-006695](#T4-006695), which demands a ""deportation force,"" and in [T4-007195](#T4-007195), which argues against ""bringing people in"" by linking immigration to terrorism. The shared thread is treating immigration as a security/cultural threat"
evimm-03,integrity.correctness.evasion-controlled,200,20.293,0.6328607,5,0.8513821590884318,0,,,"**Assessment:** rejected.  The new post's claim that large-scale immigration threatens national security closely echoes [T4-007195](#T4-007195), which argues that bringing people in would add to an existing ""home grown terrorism"" problem, and [T4-005893](#T4-005893), which frames illegal immigration as endangering ""the safety of American children"" while declaring ""Illegal immigration is BAD!"" [T4-"
evimm-04,integrity.correctness.evasion-controlled,200,19.621,0.65220976,5,0.25,0,,,"**Assessment:** accepted.  The new post frames immigration as a cultural concern, whereas none of the retrieved posts mention culture; instead they focus on legality and enforcement, e.g. ""there are legal ways to immigrate and illegal ways to immigrate"" [T4-006133](#T4-006133) and ""Illegal immigration is BAD!"" [T4-005893](#T4-005893). One retrieved post distinguishes immigrants from illegal immigr"
evimm-05,integrity.correctness.evasion-controlled,200,17.243,0.61181676,5,0.25,0,,,"**Assessment:** accepted.  None of the retrieved posts share meaningful claims, narratives, or wording with the new post about demographic change creating challenges for communities. The closest topical overlap is vague: one post mentions ""climate change"" [T4-005190](#T4-005190) and another discusses ""21st century solutions to battle poverty and ensure opportunity for all"" [T4-004309](#T4-004309),"
evimm-06,integrity.correctness.evasion-controlled,200,17.515,0.6285439,5,0.7741805600921708,0,,,"**Assessment:** rejected.  The new post asserts that large-scale immigration is changing the country's culture, a broad cultural-change claim. None of the retrieved posts make that claim: [T4-006695](#T4-006695) demands a ""deportation force"" and [T4-006133](#T4-006133) distinguishes legal from illegal immigration, both focusing on enforcement/legal status rather than cultural transformation, while"
evimm-07,integrity.correctness.evasion-controlled,200,18.131,0.6022397,5,0.8604373637569899,0,,,"**Assessment:** rejected.  The new post poses an open question about whether immigration threatens the country's way of life, without asserting an answer. Several retrieved posts engage adjacent immigration themes with assertions rather than questions: one contrasts legal and illegal immigration [T4-006133](#T4-006133), another argues against adding to ""home grown terrorism"" by ""bringing people in"
evpol-01,integrity.correctness.evasion-controlled,200,17.418,0.5483782,5,0.64484281729905,0,,,"**Assessment:** accepted.  The retrieved posts do not meaningfully match the new post's claim that a city opened a new downtown community centre. The closest topical overlap is a downtown-focused local item, but it concerns Oakland officials re-launching a downtown plan to include social equity rather than a facility opening [T4-008643](#T4-008643). The other posts cover unrelated downtown or comm"
evpol-02,integrity.correctness.evasion-controlled,200,25.197,0.7841569,5,0.919813641570169,0,,,"**Assessment:** rejected.  The new post's claim that police kill innocent Black people and escape consequences closely matches T4-002635, which frames each incident as ""another cop. Another black man. Another killing of innocent person"" [T4-002635](#T4-002635), and T4-009301, which asks why ""#cops are allowed to get away with murder?!"" under #PoliceBrutality [T4-009301](#T4-009301). T4-009367 shar"
evpol-03,integrity.correctness.evasion-controlled,200,24.481,0.7057011,5,0.89076732882387,0,,,"**Assessment:** rejected.  The new post's claim that police kill innocent Black people without consequences closely echoes [T4-002635](#T4-002635), which frames each incident as ""Another cop. Another black man. Another killing of innocent person,"" and [T4-003024](#T4-003024), which asks why a Black child ""gunned down by police"" is ""not criminal"" — both sharing the new post's framing of innocence p"
evpol-04,integrity.correctness.evasion-controlled,200,28.768,0.67521346,5,0.8619975940370349,0,,,"**Assessment:** rejected.  The new post's hedged claim that police may use lethal force against Black people without facing consequences closely echoes [T4-003024](#T4-003024), which asks why Black children ""like #WilliamChapman being gunned down by police"" are treated as ""not criminal,"" sharing the specific framing of lethal force plus an absence of legal consequence. [T4-009367](#T4-009367) over"
evpol-05,integrity.correctness.evasion-controlled,200,20.198,0.6235826,5,0.7726140925019025,0,,,**Assessment:** rejected.  No grounded description of the resemblance could be generated; see the cited posts.
evpol-06,integrity.correctness.evasion-controlled,200,22.836,0.6981814,5,0.8943935797323893,0,,,"**Assessment:** rejected.  The new post's claim that lethal police force against Black people can go unaccounted for closely parallels [T4-009282](#T4-009282), which asserts that a ""Cop who killed unarmed black man still isn't punished,"" and [T4-003024](#T4-003024), which asks why police who shoot Black people are not treated as criminals. [T4-009367](#T4-009367) extends a similar accountability n"
evpol-07,integrity.correctness.evasion-controlled,200,24.069,0.68057895,5,0.9172730224207493,0,,,"**Assessment:** rejected.  The new post poses a general question about whether police sometimes kill innocent Black people without consequence, a theme echoed in several retrieved posts. [T4-002635](#T4-002635) asserts ""Another cop. Another black man. Another killing of innocent person,"" and [T4-003024](#T4-003024) asks why a Black person ""gunned down by police"" is ""not criminal,"" sharing the new "
